bank_name,url,article_title,article_body,article_publish_date,article_publish_year
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/02/bank-america-shares-brand-updates.html,,bank america today share additional update brand position logo represent continue evolution brand begin november company report record earning name euromoney world good bank bank fortune good large company work introduce question would like power centerpiece repositioning reflect company progress execute strategy serve people company every size institution eight line business unify clientbrande experiencethe positioning illustrate impact employee client community power achieve goal ‒ company role partner invest successwe commit living purpose drive responsible growth unified basis serve say chief executive officer brian moynihan take next step way brand see come week month well reflect thisthe new positioning support multiyear advertising campaign feature client community partner first phase premiere november second phase launch early february series local print advertisement companys consolidate we market ad feature bank america president market ask would like power demonstrate bank serve employee client community new advertising support brand position brand campaign continue roll timein november bank america also introduce update corporate logo visible reflection progress company first update flagscape logo two decade todays updates includebank america remain enterprise brand also represent banking service people companiesthis include consumer small business private bank business focus company global commercial banking global transaction service business banking wholesale credit part corporate banking part us trust transition bank america brand bank america private bankmerrill serve subbrand invest wealth management offering represent continuum capability across wealth management selfdirecte fullservice advisory servicesmerrill edge selfdirecte merrill guide invest merrill lynch wealth management merrill private wealth management formerly private banking investment group transition subbrandbofa security represent institutional brokerdealer business include global market investment banking capital marketsbank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center include approximately lending center merrill edge investment center business center approximately atms awardwinne digital banking million active user include million mobile users bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business owner suite innovative easytouse online product service company serve client operation across united states territories countries bank america corporation stock nyse bac list new york stock exchangefor bank america news include dividend announcement important information visit bank america newsroom register news email alert,"February 25, 2019 at 11:34 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/02/bank-america-merrill-lynch-community-development-banking.html,,bank america merrill lynch community development banking cdb provide record billion loan tax credit equity investment real estate development solution surpass last year record financing billion deploy billion debt commitment billion new equity investment help build strong community finance affordable housing charter school economic development across united states effort part company commitment deploy capital address global issue outline united nations sustainable development goal sdgscdb remain focused provide innovative financing solution many cdb client rely bank federal housing administration fha platform maximize fund available new construction rehabilitation development cdb finance million fha transaction previous year combine make one top fha lowincome housing tax credit lihtc lender firm commitment issue include grace west manor newark nj cdb provide million fha f loan million direct equity investment rehabilitate affordable housing unit family senior investment also allow enhanced resident service security new community centerwe remain committed financing deal make lasting impact community serve say maria barry community development banking national executive bank america merrill lynch bring full resource bank community development banking take holistic approach help provide safe affordable housing educational opportunity economic development help support longterm sustainability community across countrymuch effort drive create affordable housing individual family senior student veteran formerly homeless special need atrisk group highimpact project close includejordan downs los angeles calif – second phase multiyear development bank provide million construction loan million direct lihtc equity addition new affordable rental apartment new retail community center park help transform sera public housing community vibrant mixedincome mixeduse urban villageharlem hebrew language academy new york city ny – million constructionminiperm loan help finance renovation exist fivestory squarefoot school build new construction sixstory squarefoot addition grow student classroom student classroom serve student kindergarten eighth grade school yearwisdom village northlake ii northlake ill – new construction senior affordable housing property include unit community room secure entry fitness center bank provide million construction loan million indirect equity investment raymond jamesplaza hotel el paso texas – historic rehabilitation room boutique hotel create construction job permanent job support tourism local economy revitalization effort downtown el paso owner partnering local nonprofit help atrisk youth find job access education job training program cdb provide million historic tax credit us trust provide debt financingbrighton marine boston mass – bank provide million construction loan million federal lihtc investment million state lihtc investment help create city first mixedincome veteran preference housing community addition mixedincome workforce housing unit new construction adaptive reuse share community space provide access service include employment readiness support group financial planningvillage mercy apartment orlando fla – new construction multifamily affordable housing development consist unit percent reserve formerly homeless individual family bank provide million construction loan million lihtc equity enterprise community investment help build community center playground fitness trail recreation spacefrom bank finance approximately housing unit unit affordable housingin development cdb finance produce housing unit affordable include green housing unit housing unit senior unit veteran special need formerly homelessin january bank america issue first social bond become first us bank issue social bond net proceed refinance company investment affordable housing community development financial institution cdfis support company effort address press issue impact low moderateincome neighborhood united statesas part bank americas commitment enable social progress economic mobility low moderateincome community company billion portfolio loan investment cdfi across united states puerto rico district columbia include million cdfis support affordable housingthe bank america charitable foundation also provide million grant organization – include enterprise community partner habitat humanity local initiative support corporation mercy housing neighborworks america – connect individual family affordable housing advance economic development investment part foundation focus increase economic mobility address workforce development education basic need community revitalization addition bank america volunteer give nearly volunteer hour last year support community development organization local community across globebank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center include approximately lending center merrill edge investment center business center approximately atms awardwinne digital banking million active user include million mobile users bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business owner suite innovative easytouse online product service company serve client operation across united states territories countries bank america corporation stock nyse bac list new york stock exchangefor bank america news include dividend announcement important information visit bank america newsroom register news email alert,"February 6, 2019 at 2:30 PM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/02/bank-america-introduces-new-digital-tools-small.html,,bank america today introduce business advantage new digital dashboard design make easy entrepreneur manage various financial aspect business available first time bank america client business deposit account business advantage provide complete view business cash flow access realtime expertise guidance – one simple tool new functionalitybusiness advantage help entrepreneur save time money provide complete financial picture business say sharon miller managing director head small business bank america new feature easily accessible mobile device allow client focus reason open business first placebusiness advantage include variety brand new capability make easy entrepreneur manage business includinga new streamlined view key transaction major expense credit debitsautomatic cash flow projection base schedule transactionsmanually adjust cash flow projection account additional datum new salessette cash flow threshold create time proactive adjustmentsthe ability connect experience small business banker guidance one clickfuture capability tool deepen cash flow insight provide general market research analysis enable client manage item payroll human resource payment invoice merchant service tax accounting goalsetting forecastingbusiness advantage build directly bank america online mobile banking platform available client end month nocost tool require enrollment accessible link main page bank america online digital banking portal small business clientswith million client small business bank america commit deliver seamless experience across channel make easy ever client manage finance gain competitive business advantage addition business advantage bank america offer streamlined small business mobile lending experience launch business advantage relationship reward comprehensive multiproduct reward program available small business banking spacebank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center include approximately lending center merrill edge investment center business center approximately atms awardwinne digital banking million active user include million mobile users bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business owner suite innovative easytouse online product service company serve client operation across united states territories countries bank america corporation stock nyse bac list new york stock exchangefor bank america news include dividend announcement important information register news email alert,"February 6, 2019 at 9:30 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/02/bank-america-names-colleen-matteson-rochester-market-president.html,,bank america name business banking market manager senior vice president colleen matteson rochester market president jeff adams stepping role relocate new leadership opportunity merrill lynch wealth management market executive maryland marketas market president matteson responsible connect bank america banking merrill lynch investment resource offer eight line business company family individual rochester market also lead effort deploy bank americas resource address social economic concern build strong communitiesjeff help we deliver responsible growth serve client ensure great partner rochester thank leadership look forward colleen take important work say brian moynihan chief executive officer bank americain role business banking market manager upstate new york include buffalo rochester syracuse albany hudson valley matteson responsible lead team relationship manager focus deliver strategic financial advice solution help company grow improve liquidity cash flow manage us international payment invest future matteson join company serve small business banking market manager join business banking teammatteson serve president board director dress success rochester volunteer organization focus end hunger homelessness reside victor ny husband sonbank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center include approximately lending center merrill edge investment center business center approximately atms awardwinne digital banking million active user include million mobile users bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business owner suite innovative easytouse online product service company serve client operation across united states territories countries bank america corporation stock nyse bac list new york stock exchangefor bank america news include dividend announcement important information register news email alert,"February 1, 2019 at 10:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2019/01/bank-america-names-raju-patel-denver-market-president.html,,bank america today announce raju patel appoint market president serve company enterprise leader denvera market president denver patel work throughout region connect business family individual bank america bank lending investment team also lead effort direct bank resource market address local priority help build strong community include investment environmental social governance esg program help foster economic mobility communityraju experience leader lead team commit make financial life client well power every connection help make say brian moynihan chief executive officer bank america addition market president role patel recently name bank america merrill lynch global commercial banking gcb market executive colorado prior gcb market executive indiana ohio broad experience deliver commercial credit treasury management solution international banking investment banking retirement product client wide array industry patel join bank hold role strategic planning finance credit product relationship management throughout midwest work corporate client yearshe earn bachelor art degree economic university illinois master degree business administration depaul university also hold series security license finraregistered principalbank america serve need customer client colorado since today relationship households denver company open first colorado retail financial center denver cherry creek neighborhoodbank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center approximately atms awardwinne digital banking million active user include nearly million mobile user bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business owner suite innovative easytouse online product service company serve client operation across united states territories countries bank america corporation stock nyse bac list new york stock exchangefor bank america news include dividend announcement important information visit bank america newsroom register news email alert,"January 2, 2019 at 10:00 AM Eastern",2019
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2023/06/women-s-distance-running-stars-set-the-stage-for-legendary-match.html,,chicago il – today bank america chicago marathon announce return twotime defend champion ruth chepngetich american record holder emily sisson join chepngetich sisson london marathon champion sifan hassan one distance running accomplish star make american marathon debut sunday october chepngetich kenya attempt capture third consecutive bank america chicago marathon victory last year set blister early pace narrowly miss break world record finish second fast time ever behind fellowkenyan brigid kosgei run second fast win chicago marathon stage set year chepngetich challenge women world record reclaim victoryi planning defend title improve time say chepngetich there s well race world bank america chicago marathonto defeat twotime olympic gold medalist threetime world champion sifan hassan netherlands hassan make marathon debut london last april stop stretch twice close second gap leader win set new national record hassan say return track summer compete world championship budapest less six week lining chicagoat moment focus world championship budapest marathon preparation short people know like challenge say hassan see body respond mind handle good thing experience london I m look forward chicago see marathon teach timeunlike hassan sisson skip summer track season focus get ready chicago last year runnerup sisson finish demolish american record second sisson also hold american record half marathon say deep field improve chance run even fast yearchicago set american marathon record last year say sisson really look forward come back another great race octoberlegendary matchup long make thrilling finish chicago gruele duel olympic champion joan benoit samuelson world record holder ingrid kristiansen see benoit samuelson outlast norwegian competitor set american record british world champion paula radcliffe defeat kenyas catherine great ndbera shatter ndberas world record process threetime olympic gold medalist tirunesh dibaba take rise star future world record holder brigid kosgeiepic battle fast woman world hallmark bank america chicago marathon say executive race director carey pinkowski celebrate four half decade racing fall look forward see ruth sifan emily set tone provide inspiration next yearschepngetich hassan sisson three participant take part bank america chicago marathon th run sunday october late event update registered participant community member encourage visit event faq available chicagomarathoncombank america chicago marathonthe bank america chicago marathon welcome thousand participant country states include worldclass elite field top regional master runner race veteran debut marathoners charity participant race iconic course take participant vibrant neighborhood architectural cultural tour chicago bank america chicago marathon member abbott world marathon major start finish grant park sunday october advance race threeday abbott health fitness expo hold mccormick place convention center thursday october friday october saturday october information event get involve go chicagomarathoncomfor bank america news include dividend announcement important information visit bank america newsroom register news email alert alex sawyer bank america chicago marathonphone alexsawyercemeventcomdiane wagner bank americaphone dianewagnerbofacom,"June 21, 2023 at 10:00 AM Eastern",2023
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2023/06/-thousands-tour-chicago-s-west-side-at-the-second-annual-bank-of.html,,chicago il – beneath sunny sky soldout field participant gather chicago west side second annual bank america chicago event build vision reimagine run chicago mix wellness activity entertainment participant community member reed fischer diane nukuri break tape elite men women run open division respectively threetime winner bank america chicago marathon daniel romanchuk bank america chicago marathon winner paralympic gold medalist susannah scaroni wheelchair division race second year row steven bugarin claim victory nonbinary competitionwe honor opportunity bring bank america chicago back west side second year say carey pinkowski executive race director bank america chicago marathon shamrock shuffle chicago event make possible support community invaluable resource plan race hope continued partnership live work run west side grow chicago iconic park boulevard participant chance tour todaythe men race start pack eight run first k pack narrow three k mark fischer connor winter local elite colin mickow move podium position fischer maintain lead finish break tape time winter cross line second mickow take third place women race see exciting performance diane nukuri joyline chemutai battle k nukuri press past chemutai final mile take lead win chemutai finish second caren maiyo round top three second year row mens wheelchair competition include extremely close finish romanchuk aaron pike romanchuk edge pike line finish two second ahead pike cross line brian siemann finish third scaroni dominate women field put competition behind early crossed line first tight finish second third place jenna fesemyer finish second yen hoang take third steven bugarin take title nonbinary competition clock calebmichael files juan martinez take second third finish respectivelyfull result event available chicagopointcomthe rd annual bank america chicago take place sunday june information race available fall chicagopointcomabout bank america chicago bank america chicago offer runner unique experience bring worldclass half marathon neighborhood chicago west side third annual event take place sunday june event bring new kind race experience chicago run community feature mix fitness lifestyle activation design inspire runner connect community live work run twoday packet pickup hold friday june saturday june weekend celebration culminate half marathon sunday june information event get involve go chicagopointcom,"June 5, 2023 at 9:15 AM Eastern",2023
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2023/05/bank-of-america-awards--3-million-to-obama-foundation-to-support.html,,chicago il – bank america today announce award million grant obama foundation support workforce development community support initiative tie closely forthcoming obama presidential center chicago south sidefunding bank america deliver three year already work support foundations ambitious workforce development goal include eliminate barrier entry create opportunity diverse individual firm participate construction iconic obama presidential center support objective foundation convene group industryleade firm — the build consortium — to guide effort recruit engage train retain talented individual proactively address barrier historically prevent woman minority enter build tradeswith funding bofa consortium surpass many placement community engagement goal set forth launch two year ago include ensure percent center construction workforce hour perform chicago residents group actively train woman minority apply get sponsor construction trade position plumber carpenter laborer career track substantial growth earn potential also provide mean create multigenerational wealth partner bring unique core competency consortium provide supportive resource target outreach case management ensure center workforce reflective diversity chicago south west side community ultimately candidate train program opportunity work building project across chicago create meaningful career opportunity generation comefor past two year obama foundations workforce initiative open door chicago resident longterm career opportunity construction trade previously inaccessible particularly individual vulnerable community say rita cook president bank america chicago obama foundation set ambitious mission ensure obama presidential center community treasure work community every stage result speak bank america honor support important collaboration become part fabric chicagoin addition workforce development program already make impact across chicago bank america grant support expansion obama foundations brothers keeper alliance work increase opportunity improve outcome boy young man color community throughout country include chicagoit give great sense pride see obama presidential center start rise ground know workforce initiative make possible neighbor across chicagos south west side leave mark historic monument partnership bank america institution deep tie commitment likeminde nonprofit across city make possible we expand current workforce goal continue challenge status quo — create opportunity generation come say obama foundation ceo valerie jarrettfor information bank america support chicagoarea nonprofit organization please visit we httpsaboutbankofamericacomenlocalchicagobank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center approximately atms awardwinne digital banking approximately million verify digital users bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business household suite innovative easytouse online product service company serve client operation across united states territories countries bank america corporation stock nyse bac list new york stock exchangeabout obama foundationthe obama foundation nonprofit c organization mission inspire empower connect people change world mission begin south side chicago foundation build obama presidential center obama presidential center represent historic opportunity chicago chance build worldclass museum public gathering space celebrate nation first african american president first lady step away begin career raise where — together — they make home center generate billion dollar economic opportunity help reconnect revitalize jackson park also serve reminder young visitor — from around city around world — that potential limitless,"May 17, 2023 at 10:00 AM Eastern",2023
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2023/05/bank-of-america-awards-negro-leagues-baseball-museum--1m-grant-f.html,,invest security involve risk always potential lose money invest securitiesthis material take account particular investment objective financial situation need intend recommendation offer solicitation purchase sale security financial instrument strategy act information material consider whether suitable particular circumstance necessary seek professional advice opinion express herein give good faith subject change without notice correct state date issuecontent contain herein may produce outside party affiliate bank america affiliates bank america opinions idea express necessarily bank america reflect view endorsement material informational purposes bank america assume liability loss damage result anyone reliance information provide certain link may direct away bank america unaffiliated site bank america involve preparation content supply unaffiliated site guarantee assume responsibility content visit site agree term use include privacy security policiesmerrill lynch pierce fenner smith incorporate also refer mlpfs merrill make available certain investment product sponsor manage distribute provide company affiliates bank america corporation bofa corp mlpfs register brokerdealer register investment adviser member sipc wholly own subsidiary bofa corptrust fiduciary service provide bank america private bank division bank america na member fdic whollyowne subsidiary bank america corporation bofa corp insurance annuity product offer merrill lynch life agency inc mlla license insurance agency whollyowne subsidiary bofa corpinvestment product offer mlpfs insurance annuity product offer mllaare fdic insuredare bank guaranteedmay lose valueare depositsare insure governmental agencyare condition banking service activity bank america private bank division bank america na member fdic wholly own subsidiary bank america corporation bofa corpbank america marketing name global banking global market business bank america corporation lending derivative commercial banking activity perform globally banking affiliates bank america corporation include bank america na member fdic security strategic advisory investment banking activity perform globally investment banking affiliates bank america corporation investment banking affiliate include united states bofa securities inc merrill lynch pierce fenner smith incorporate merrill lynch professional clearing corp register brokerdealer members sipc jurisdiction locally register entity bofa securities inc merrill lynch pierce fenner smith incorporate merrill lynch professional clearing corp registered futures commission merchant cftc member nfacompany goal aspirational guarantee promise goal meet statistic metric include esg document estimate may base assumption develop standard,"May 2, 2023 at 11:30 AM Eastern",2023
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2023/04/atlanta-s-grove-park-foundation-receives--2-million-for-performi.html,,atlanta ga – today bank america chickfila inc announce combine commitment million grove park foundation create grove park perform cultural art center renovate historic grove theatre donald lee hollowell parkway,"April 27, 2023 at 11:10 AM Eastern",2023
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2023/04/bofa-announces-2023-art-conservation-project-grant-selections.html,,charlotte nc – bank america announce today cultural institution name recipients bank america art conservation project represent diverse range artistic style medium cultural tradition across china colombia france lebanon mexico singapore south africa sweden uk ussince bank americas art conservation project support preservation painting sculpture archeological architectural piece critical importance cultural heritage history art project across country manage nonprofit cultural institution receive funding conserve historically culturally significant work art danger deterioration,"April 13, 2023 at 12:01 AM Eastern",2023
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2023/03/runners-celebrate-the-start-of-the-spring-running-season-at-the-.html,,chicago il – thousand runner gather grant park sunday morning kick chicagos spring run season run bank america shamrock shuffle feature sellout field finisher since participant cross finish line columbus drive overcast sky zach panning break tape take crown men race sarah disanza lead womens field jake fedorowski claim victory nonbinary race samantha schroth angelo perez wheelchair competitionwe thrill welcome large field recent year street chicago keep st patrick day celebration going say executive race director carey pinkowski grateful chicago area run community continue support race sport join we start bank america chicago distance series shamrock shuffleshuffle competition pinkowski continue tradition start run k course charity since raise nearly local organization include year pinkowski fundraise effort support student run chicago thirtyfive year ago pinkowski finish third ninth running shamrock shufflethe men elite race feature familiar face duel top spot last year runnerup zach pan hansonsbrook odp reverse fortune reach finish line pan finish three second ahead bank america shamrock shuffle k champion tai dinger take second joel reichow round top three awesome race panning say awesome atmosphere always chicago bring street life great pleasure run hear everybody yell scream lot funsarah disanza continued hansonsbrook odps win way women race disanza lead way win seven second later jessica watychowicz take second lucy dobb claim last podium position finish third really great disanza say excited back I ve injury long time energy street great race put deloitte bank america really excitingthe bank america shamrock shuffle host deliotte elite club competition elite usatfmember club team around country team compete headtohead prize purse men side hansonsbrook odp top four runner clock combine score minnesota distance elite finish second work man track club finish third women competition hansonsbrooks odp rise top podium combine score nameless track club finish second dwrunne elite woman finish third jake fedorowski take title nonbinary competition clock veronica ortiz melanie vitaterna take second third finish respectivelyit great experience fedorowski say energetic course love see different costume green I m excite someone nonbinary community continue push inclusion folk fall outside gender binaryfull result event available shamrockshufflecomthe run bank america shamrock shuffle take place sunday march shuffle chicagoabout bank america shamrock shufflelong recognize annual rite spring celebration st patricks day kickoff outdoor running season chicago bank america shamrock shuffle treat runner scenic k run downtown chicago mile walk along chicago lakefront follow race runner enjoy live music postrace party grant park information event get involve go shamrockshufflecom,"March 27, 2023 at 2:00 PM Eastern",2023
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2023/03/bank-of-america-to-be-presenting-partner-of-the-boston-marathon.html,,boston – boston athletic association baa announce today bank america present partner boston marathon beginning world old annual historic marathon team one world lead financial institution decadelong agreement extend far beyond finish line annual patriot day event embark next great era run boston around world bank america partner notably boston marathonwith alignment value commitment community leadership well work together enhance one world great participatory sporting event bank america partner we every stage grow broaden innovate new pathway run say jack fleming president ceo baawatch boston videowe privileged honored partner baa next leg journey historic boston marathon say david tyrie chief digital officer chief marketing officer bank america partnership broaden ability help community around world thrive create positive impact small business charity runner teammate race weekend throughout yearcentral bank america present partnership boston marathon four core value deliver together act responsibly realize power people trust team baa share principle mission promote healthy lifestyle sport especially run focus connect participant volunteer community member supporter throughout year run community leader baa work hand hand bank america bring boston marathon impact reach new height — both national global scale — in year aheadthe boston marathon one iconic beloved event city hold year bring ten thousand people together enjoy boston say mayor michelle wu city grateful john hancock many year support look forward build new partnership bank america boston athletic association elevate historic event welcome people communitybank america also title sponsor bank america chicago marathon million visitor contribute million local economy provide equivalent job time year tourism city would otherwise experience seasonal decline addition economic impact runner make meaningful charitable impact total million runner since go directly nonprofit chicago across we around worldtogether baa bank america strive make run accessible broaden impact bank america commit grow boston marathon nonprofit engagement philanthropic initiative extend event presence hundred qualify race bank nearly market across united states community around worldin recognition boston marathons year heritage iconic stature bank america elect organization name appear word boston marathon event new official title begin boston marathon present bank americafleming add together baa bank america keep boston front center ensure marathon remain source pride passion many new partnership bank america expand social economic inclusive program local resident businesse neighborhoods communitiesin celebration announcement city boston mayor michelle wu bank america boston athletic association gather bank americas office federal street boston ceremonial start partnershipabout boston athletic associationestablished boston athletic association nonprofit organization mission promote healthy lifestyle sport especially run baa manage boston marathon support comprehensive charity youth yearround programming boston marathon part abbott world marathon major along international marathon tokyo london berlin chicago new york city begin bank america serve present partner boston marathon boston marathon schedule take place monday april information baa please visit wwwbaaorgbank americabank america one world lead financial institution serve individual consumer small middlemarket business large corporation full range banking invest asset management financial risk management product service company provide unmatched convenience united states serve approximately million consumer small business client approximately retail financial center approximately atm awardwinne digital banking approximately million verify digital users bank america global leader wealth management corporate investment banking trading across broad range asset class serve corporation government institution individual around world bank america offer industryleade support approximately million small business household suite innovative easytouse online product service company serve client operation across united states territory approximately countries bank america corporation stock nyse bac list new york stock exchange,"March 27, 2023 at 10:00 AM Eastern",2023
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2023/01/bank-of-america-donates--1-million-to-discovery-place.html,,charlotte nc – today bank america announce million donation discovery place provide student teacher resource skill education career development meet grow demand stem job fact company need fill stem relate job mecklenburg county area partnership provide charlotte area workforce pipeline essential continue economic growth regionbank america volunteer work student participate stem education event discovery placeby establish bank america stem center key hub high quality career stem education discovery place provide new program student various charlotte mecklenburg county title school partnership also create new opportunity bank employee special focus global technology team volunteer middle high school student regular basis encourage stem careersdiscovery place play critical role provide necessary educational resource great charlotte region say kieth cockrell president bank america charlotte significant demand hire stem worker commit make sure young people particularly underrepresented diverse group woman set future career successwe grateful continue partnership bank america investment community pleasure serve year say catherine wilson horne discovery place president ceo fund allow discovery place reach even youth stem pipeline area like technology computer science help build homegrown scienceliterate workforce generation comethis partnership enhance decade support volunteerism discovery place address communitys need robust stem workforce access economic opportunity say aditya bhasin bank americas chief technology information officer chair discovery place board trustee pleased fund support introduce student world stem career opportunitiesdiscovery place bank america partners education nearly year since center support nearly teacher across north south carolina program design help teach stem education bank donate property sixth poplar street discovery place develop bank america stem center career developmentdiscovery place sciencediscovery place science lead hub science learn carolinas — dedicate exchange idea scientific exploration creative expression stimulate innovative problemsolve learn museum bring relevant contemporary science life groundbreaking exhibition interactive educational programming handson activity locate uptown charlotte n tryon street convenient parking available museum parking deck — the carol grotne belk complex — at corner sixth church street information discovery place science call visit discoveryplaceorg connect discovery place science facebook twitter instagram youtubebank americaat bank america nyse bac guide common purpose help make financial life well power every connection deliver responsible growth focus environmental social governance esg leadership esg embed across eight line business reflect help fuel global economy build trust credibility represent company people want work invest business demonstrate inclusive supportive workplace create employee responsible product service offer client impact make around world help local economy thrive important part work form strong partnership nonprofit advocacy group community consumer environmental organization bring together collective network expertise achieve great impact connect we twitter bofanewsfor bank america news include dividend announcement important informationregister news email alert,"January 10, 2023 at 3:05 PM Eastern",2023
Bank of America,https://newsroom.bankofamerica.com/content/newsroom/press-releases/2022/12/bank-of-america-commits--13-million-to-chicago-area-nonprofits-w.html,,bank america today announce commit million funding chicagoarea nonprofit organization work drive economic opportunity individual family underserve chicagoland communitiesthis year bank america partner nonprofit address key factor contribute economic inequality across chicagoland area target support organization support health job small business community development key nonprofit partner include obama foundation harold washington college chicago community loan fund chicago community trust share deep unwavering commitment improve life chicagoan pave way next generationit inspire humbling see impact organization community year say rita sola cook president bank america chicago profoundly grateful nonprofit partner help bring life bank america vision strong equitable chicago behalf chicagoarea team honor help support effort enhance economic mobility improve life neighborsthis year grant recipient include bank america neighborhood builder awardee chicago market ally community business skill chicagoland future ally community business provide capital coaching connection help individual grow impactful business build wealth skill chicagoland future close workforce opportunity gap black brown chicagoan partnering corporation place individual goodpaye job provide pathway toward economic security mobility neighborhood builder organization receive flexible funding one year comprehensive leadership train executive director emerge leader,"December 14, 2022 at 10:00 AM Eastern",2022
